Using backend: pytorch
Namespace(dataset='Citeseer', dropout=0.75, early_stopping=100, epochs=200, gpu=0, hid_dim=16, lamb=0.0005, lr=0.01, num_layers=1, num_stacks=2)
  NumNodes: 3327
  NumEdges: 9228
  NumFeats: 3703
  NumClasses: 6
  NumTrainingSamples: 120
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Model params:  238004
Accuracy & Loss:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1417 | Train Loss 1.7932 | Val Acc 0.1560 | Val loss 1.7933:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.8417 | Train Loss 0.5339 | Val Acc 0.4280 | Val loss 1.5219:  94%|█████████▍| 188/200 [00:01<00:00, 112.81it/s]
Train Acc 0.8083 | Train Loss 0.6258 | Val Acc 0.4420 | Val loss 1.5074:  94%|█████████▍| 188/200 [00:01<00:00, 112.81it/s]
Train Acc 0.8500 | Train Loss 0.6265 | Val Acc 0.4100 | Val loss 1.5342:  94%|█████████▍| 188/200 [00:01<00:00, 112.81it/s]
Train Acc 0.7750 | Train Loss 0.6542 | Val Acc 0.4360 | Val loss 1.5068:  94%|█████████▍| 188/200 [00:01<00:00, 112.81it/s]
Train Acc 0.8083 | Train Loss 0.5405 | Val Acc 0.4420 | Val loss 1.5836:  94%|█████████▍| 188/200 [00:01<00:00, 112.81it/s]
Train Acc 0.8000 | Train Loss 0.6279 | Val Acc 0.4680 | Val loss 1.4787:  94%|█████████▍| 188/200 [00:01<00:00, 112.81it/s]
Train Acc 0.8750 | Train Loss 0.5538 | Val Acc 0.4620 | Val loss 1.4729:  94%|█████████▍| 188/200 [00:01<00:00, 112.81it/s]
Train Acc 0.8333 | Train Loss 0.5727 | Val Acc 0.4660 | Val loss 1.4734:  94%|█████████▍| 188/200 [00:01<00:00, 112.81it/s]
Train Acc 0.8333 | Train Loss 0.5727 | Val Acc 0.4660 | Val loss 1.4734: 100%|██████████| 200/200 [00:01<00:00, 111.44it/s]
Train Acc 0.8333 | Train Loss 0.5727 | Val Acc 0.4660 | Val loss 1.4734: 100%|██████████| 200/200 [00:01<00:00, 111.11it/s]
Test Acc 0.7030
  NumNodes: 3327
  NumEdges: 9228
  NumFeats: 3703
  NumClasses: 6
  NumTrainingSamples: 120
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Model params:  238004

Accuracy & Loss:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1333 | Train Loss 1.7921 | Val Acc 0.1580 | Val loss 1.7903:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2167 | Train Loss 1.7895 | Val Acc 0.1940 | Val loss 1.7910:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2167 | Train Loss 1.7868 | Val Acc 0.1540 | Val loss 1.7942:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2500 | Train Loss 1.7778 | Val Acc 0.1620 | Val loss 1.7917:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2333 | Train Loss 1.7787 | Val Acc 0.1780 | Val loss 1.7916:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2833 | Train Loss 1.7690 | Val Acc 0.1680 | Val loss 1.7906:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2333 | Train Loss 1.7719 | Val Acc 0.2020 | Val loss 1.7839:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2583 | Train Loss 1.7614 | Val Acc 0.1760 | Val loss 1.7921:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2667 | Train Loss 1.7447 | Val Acc 0.1660 | Val loss 1.7931:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2083 | Train Loss 1.7560 | Val Acc 0.1780 | Val loss 1.7937:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1917 | Train Loss 1.7694 | Val Acc 0.1920 | Val loss 1.7925:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1917 | Train Loss 1.7694 | Val Acc 0.1920 | Val loss 1.7925:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.2917 | Train Loss 1.7344 | Val Acc 0.1740 | Val loss 1.7880:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.3000 | Train Loss 1.7376 | Val Acc 0.1880 | Val loss 1.7819:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.3500 | Train Loss 1.7306 | Val Acc 0.2020 | Val loss 1.7875:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.3167 | Train Loss 1.7227 | Val Acc 0.1920 | Val loss 1.7860:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.3250 | Train Loss 1.7153 | Val Acc 0.1940 | Val loss 1.7816:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.3667 | Train Loss 1.7020 | Val Acc 0.2440 | Val loss 1.7704:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.2750 | Train Loss 1.7266 | Val Acc 0.2220 | Val loss 1.7713:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.3583 | Train Loss 1.6395 | Val Acc 0.2340 | Val loss 1.7726:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.3333 | Train Loss 1.6861 | Val Acc 0.2320 | Val loss 1.7675:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.3500 | Train Loss 1.6732 | Val Acc 0.2420 | Val loss 1.7568:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.3917 | Train Loss 1.6433 | Val Acc 0.2460 | Val loss 1.7599:   6%|▌         | 11/200 [00:00<00:01, 106.84it/s]
Train Acc 0.3917 | Train Loss 1.6433 | Val Acc 0.2460 | Val loss 1.7599:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.3667 | Train Loss 1.6019 | Val Acc 0.2560 | Val loss 1.7625:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.4500 | Train Loss 1.5934 | Val Acc 0.1860 | Val loss 1.7838:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.4083 | Train Loss 1.6134 | Val Acc 0.2360 | Val loss 1.7592:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.4333 | Train Loss 1.6005 | Val Acc 0.2220 | Val loss 1.7672:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.4833 | Train Loss 1.5551 | Val Acc 0.2220 | Val loss 1.7681:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.4417 | Train Loss 1.5362 | Val Acc 0.2340 | Val loss 1.7573:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.3833 | Train Loss 1.6053 | Val Acc 0.2020 | Val loss 1.7671:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.4750 | Train Loss 1.4862 | Val Acc 0.2360 | Val loss 1.7535:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.4833 | Train Loss 1.4826 | Val Acc 0.2400 | Val loss 1.7436:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.5167 | Train Loss 1.4563 | Val Acc 0.2560 | Val loss 1.7595:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.5083 | Train Loss 1.4575 | Val Acc 0.2500 | Val loss 1.7512:  11%|█         | 22/200 [00:00<00:01, 107.54it/s]
Train Acc 0.5083 | Train Loss 1.4575 | Val Acc 0.2500 | Val loss 1.7512:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.5417 | Train Loss 1.4848 | Val Acc 0.2640 | Val loss 1.7486:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.5333 | Train Loss 1.4363 | Val Acc 0.2400 | Val loss 1.7555:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.4833 | Train Loss 1.4700 | Val Acc 0.2400 | Val loss 1.7470:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.5250 | Train Loss 1.3901 | Val Acc 0.2860 | Val loss 1.7247:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.4500 | Train Loss 1.4495 | Val Acc 0.3100 | Val loss 1.7101:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.5083 | Train Loss 1.3965 | Val Acc 0.2780 | Val loss 1.7342:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.4750 | Train Loss 1.3952 | Val Acc 0.2860 | Val loss 1.7141:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.5500 | Train Loss 1.4134 | Val Acc 0.2700 | Val loss 1.7085:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.6917 | Train Loss 1.2619 | Val Acc 0.3120 | Val loss 1.6907:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.5833 | Train Loss 1.3760 | Val Acc 0.3140 | Val loss 1.6742:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.5917 | Train Loss 1.3139 | Val Acc 0.3340 | Val loss 1.6661:  16%|█▋        | 33/200 [00:00<00:01, 108.39it/s]
Train Acc 0.5917 | Train Loss 1.3139 | Val Acc 0.3340 | Val loss 1.6661:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.5667 | Train Loss 1.3101 | Val Acc 0.3020 | Val loss 1.6794:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.5667 | Train Loss 1.2884 | Val Acc 0.2920 | Val loss 1.6711:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.6083 | Train Loss 1.2938 | Val Acc 0.3060 | Val loss 1.6761:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.6250 | Train Loss 1.2508 | Val Acc 0.2980 | Val loss 1.7120:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.6583 | Train Loss 1.2122 | Val Acc 0.3020 | Val loss 1.6912:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.6917 | Train Loss 1.1293 | Val Acc 0.2900 | Val loss 1.6688:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.7250 | Train Loss 1.1986 | Val Acc 0.3220 | Val loss 1.6551:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.6417 | Train Loss 1.2042 | Val Acc 0.3400 | Val loss 1.6410:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.6667 | Train Loss 1.1749 | Val Acc 0.3080 | Val loss 1.6606:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.7167 | Train Loss 1.1104 | Val Acc 0.3160 | Val loss 1.6702:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.6583 | Train Loss 1.2121 | Val Acc 0.3140 | Val loss 1.6709:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.6250 | Train Loss 1.1799 | Val Acc 0.3320 | Val loss 1.6601:  22%|██▏       | 44/200 [00:00<00:01, 105.79it/s]
Train Acc 0.6250 | Train Loss 1.1799 | Val Acc 0.3320 | Val loss 1.6601:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.6167 | Train Loss 1.1683 | Val Acc 0.3380 | Val loss 1.6083:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.6583 | Train Loss 1.1185 | Val Acc 0.3320 | Val loss 1.6383:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.7333 | Train Loss 1.1380 | Val Acc 0.3720 | Val loss 1.6196:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.6417 | Train Loss 1.1358 | Val Acc 0.3220 | Val loss 1.6517:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.6750 | Train Loss 1.0172 | Val Acc 0.3280 | Val loss 1.6345:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.5667 | Train Loss 1.2167 | Val Acc 0.3060 | Val loss 1.6535:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.6750 | Train Loss 1.1094 | Val Acc 0.3620 | Val loss 1.6138:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.7083 | Train Loss 0.9949 | Val Acc 0.3580 | Val loss 1.6182:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.7750 | Train Loss 0.9689 | Val Acc 0.3580 | Val loss 1.5977:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.7000 | Train Loss 1.0944 | Val Acc 0.4120 | Val loss 1.5572:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.6917 | Train Loss 1.0142 | Val Acc 0.3840 | Val loss 1.6057:  28%|██▊       | 56/200 [00:00<00:01, 108.20it/s]
Train Acc 0.6917 | Train Loss 1.0142 | Val Acc 0.3840 | Val loss 1.6057:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.7167 | Train Loss 1.0306 | Val Acc 0.3840 | Val loss 1.6230:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.7500 | Train Loss 0.9755 | Val Acc 0.3640 | Val loss 1.5975:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.6750 | Train Loss 0.9229 | Val Acc 0.4240 | Val loss 1.5543:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.6833 | Train Loss 0.9879 | Val Acc 0.3540 | Val loss 1.6162:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.6500 | Train Loss 1.0267 | Val Acc 0.3460 | Val loss 1.6698:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.7000 | Train Loss 0.9456 | Val Acc 0.3780 | Val loss 1.5807:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.7667 | Train Loss 0.9189 | Val Acc 0.3760 | Val loss 1.5987:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.6500 | Train Loss 1.0231 | Val Acc 0.3620 | Val loss 1.5925:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.7000 | Train Loss 0.9892 | Val Acc 0.3360 | Val loss 1.6698:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.7917 | Train Loss 0.9269 | Val Acc 0.3940 | Val loss 1.5783:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.6417 | Train Loss 0.9771 | Val Acc 0.3880 | Val loss 1.5856:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.7500 | Train Loss 0.9482 | Val Acc 0.3700 | Val loss 1.6102:  34%|███▎      | 67/200 [00:00<00:01, 108.49it/s]
Train Acc 0.7500 | Train Loss 0.9482 | Val Acc 0.3700 | Val loss 1.6102:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.8167 | Train Loss 0.8758 | Val Acc 0.3700 | Val loss 1.6454:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.7417 | Train Loss 0.8872 | Val Acc 0.3640 | Val loss 1.5980:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.7667 | Train Loss 0.9442 | Val Acc 0.3580 | Val loss 1.6423:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.7167 | Train Loss 0.8285 | Val Acc 0.4240 | Val loss 1.5620:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.7917 | Train Loss 0.8356 | Val Acc 0.3280 | Val loss 1.6259:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.7583 | Train Loss 0.9592 | Val Acc 0.4060 | Val loss 1.5319:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.6583 | Train Loss 0.9642 | Val Acc 0.3500 | Val loss 1.6278:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.7167 | Train Loss 0.9073 | Val Acc 0.3960 | Val loss 1.6006:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.6667 | Train Loss 0.8592 | Val Acc 0.3820 | Val loss 1.5720:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.7500 | Train Loss 0.8717 | Val Acc 0.3800 | Val loss 1.5703:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.7167 | Train Loss 0.8914 | Val Acc 0.4120 | Val loss 1.5318:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.7417 | Train Loss 0.8315 | Val Acc 0.4040 | Val loss 1.5571:  40%|███▉      | 79/200 [00:00<00:01, 109.89it/s]
Train Acc 0.7417 | Train Loss 0.8315 | Val Acc 0.4040 | Val loss 1.5571:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.7750 | Train Loss 0.8463 | Val Acc 0.3720 | Val loss 1.5707:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.7833 | Train Loss 0.7939 | Val Acc 0.4260 | Val loss 1.5430:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.7167 | Train Loss 0.8815 | Val Acc 0.3960 | Val loss 1.5720:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.7667 | Train Loss 0.7781 | Val Acc 0.4020 | Val loss 1.5223:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.7250 | Train Loss 0.8284 | Val Acc 0.3720 | Val loss 1.5550:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.7583 | Train Loss 0.8421 | Val Acc 0.3960 | Val loss 1.5523:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.8083 | Train Loss 0.7426 | Val Acc 0.3500 | Val loss 1.6043:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.7250 | Train Loss 0.8352 | Val Acc 0.3700 | Val loss 1.5903:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.7833 | Train Loss 0.8087 | Val Acc 0.4100 | Val loss 1.5372:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.7833 | Train Loss 0.7925 | Val Acc 0.3880 | Val loss 1.5415:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.8333 | Train Loss 0.6718 | Val Acc 0.3940 | Val loss 1.5642:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.7917 | Train Loss 0.7602 | Val Acc 0.4320 | Val loss 1.5928:  46%|████▌     | 91/200 [00:00<00:00, 110.91it/s]
Train Acc 0.7917 | Train Loss 0.7602 | Val Acc 0.4320 | Val loss 1.5928:  52%|█████▏    | 103/200 [00:00<00:00, 111.02it/s]
Train Acc 0.6917 | Train Loss 0.8151 | Val Acc 0.3800 | Val loss 1.5822:  52%|█████▏    | 103/200 [00:00<00:00, 111.02it/s]
Train Acc 0.8083 | Train Loss 0.7578 | Val Acc 0.3720 | Val loss 1.6574:  52%|█████▏    | 103/200 [00:00<00:00, 111.02it/s]
Train Acc 0.8083 | Train Loss 0.7061 | Val Acc 0.4200 | Val loss 1.5287:  52%|█████▏    | 103/200 [00:00<00:00, 111.02it/s]
Train Acc 0.8583 | Train Loss 0.7116 | Val Acc 0.4240 | Val loss 1.5220:  52%|█████▏    | 103/200 [00:00<00:00, 111.02it/s]
Train Acc 0.7500 | Train Loss 0.7662 | Val Acc 0.4220 | Val loss 1.5361:  52%|█████▏    | 103/200 [00:00<00:00, 111.02it/s]
Train Acc 0.8417 | Train Loss 0.7246 | Val Acc 0.3520 | Val loss 1.6051:  52%|█████▏    | 103/200 [00:00<00:00, 111.02it/s]
Train Acc 0.8500 | Train Loss 0.7701 | Val Acc 0.4020 | Val loss 1.5811:  52%|█████▏    | 103/200 [00:01<00:00, 111.02it/s]
Train Acc 0.8417 | Train Loss 0.7158 | Val Acc 0.4300 | Val loss 1.5032:  52%|█████▏    | 103/200 [00:01<00:00, 111.02it/s]
Train Acc 0.8083 | Train Loss 0.7680 | Val Acc 0.4040 | Val loss 1.5562:  52%|█████▏    | 103/200 [00:01<00:00, 111.02it/s]
Train Acc 0.8417 | Train Loss 0.7690 | Val Acc 0.4420 | Val loss 1.5525:  52%|█████▏    | 103/200 [00:01<00:00, 111.02it/s]
Train Acc 0.7833 | Train Loss 0.8443 | Val Acc 0.4240 | Val loss 1.5566:  52%|█████▏    | 103/200 [00:01<00:00, 111.02it/s]
Train Acc 0.7750 | Train Loss 0.7443 | Val Acc 0.3800 | Val loss 1.6017:  52%|█████▏    | 103/200 [00:01<00:00, 111.02it/s]
Train Acc 0.7750 | Train Loss 0.7443 | Val Acc 0.3800 | Val loss 1.6017:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.7833 | Train Loss 0.7097 | Val Acc 0.4280 | Val loss 1.5015:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.8000 | Train Loss 0.7791 | Val Acc 0.4500 | Val loss 1.5281:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.7333 | Train Loss 0.7820 | Val Acc 0.4260 | Val loss 1.5222:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.8083 | Train Loss 0.7703 | Val Acc 0.4180 | Val loss 1.5554:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.8083 | Train Loss 0.7323 | Val Acc 0.4060 | Val loss 1.5664:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.7750 | Train Loss 0.7712 | Val Acc 0.4100 | Val loss 1.5065:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.8500 | Train Loss 0.6867 | Val Acc 0.3960 | Val loss 1.5305:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.8333 | Train Loss 0.7182 | Val Acc 0.4200 | Val loss 1.5246:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.8167 | Train Loss 0.6897 | Val Acc 0.4140 | Val loss 1.5714:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.8333 | Train Loss 0.7184 | Val Acc 0.4620 | Val loss 1.4995:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.8250 | Train Loss 0.7423 | Val Acc 0.4260 | Val loss 1.5189:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.7833 | Train Loss 0.7217 | Val Acc 0.4140 | Val loss 1.5120:  57%|█████▊    | 115/200 [00:01<00:00, 111.43it/s]
Train Acc 0.7833 | Train Loss 0.7217 | Val Acc 0.4140 | Val loss 1.5120:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.7750 | Train Loss 0.6979 | Val Acc 0.4240 | Val loss 1.4771:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.7333 | Train Loss 0.8467 | Val Acc 0.4320 | Val loss 1.4888:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.8083 | Train Loss 0.6695 | Val Acc 0.4320 | Val loss 1.5288:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.8167 | Train Loss 0.6859 | Val Acc 0.4360 | Val loss 1.5345:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.7917 | Train Loss 0.6811 | Val Acc 0.4200 | Val loss 1.5664:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.8417 | Train Loss 0.6899 | Val Acc 0.4200 | Val loss 1.5833:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.7750 | Train Loss 0.7495 | Val Acc 0.4280 | Val loss 1.5406:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.8083 | Train Loss 0.6860 | Val Acc 0.4260 | Val loss 1.5321:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.7667 | Train Loss 0.7233 | Val Acc 0.4420 | Val loss 1.5055:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.8167 | Train Loss 0.7382 | Val Acc 0.4480 | Val loss 1.5059:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.8250 | Train Loss 0.6693 | Val Acc 0.4380 | Val loss 1.4970:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.7667 | Train Loss 0.7402 | Val Acc 0.4280 | Val loss 1.5529:  64%|██████▎   | 127/200 [00:01<00:00, 110.55it/s]
Train Acc 0.7667 | Train Loss 0.7402 | Val Acc 0.4280 | Val loss 1.5529:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.8333 | Train Loss 0.5997 | Val Acc 0.4420 | Val loss 1.5303:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.8500 | Train Loss 0.6508 | Val Acc 0.4220 | Val loss 1.5572:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.8167 | Train Loss 0.6760 | Val Acc 0.3900 | Val loss 1.5574:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.8250 | Train Loss 0.6418 | Val Acc 0.4660 | Val loss 1.4895:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.7750 | Train Loss 0.7149 | Val Acc 0.4560 | Val loss 1.4906:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.8333 | Train Loss 0.6213 | Val Acc 0.4140 | Val loss 1.5222:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.8667 | Train Loss 0.6345 | Val Acc 0.4420 | Val loss 1.4664:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.8000 | Train Loss 0.6769 | Val Acc 0.4480 | Val loss 1.4896:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.7667 | Train Loss 0.6872 | Val Acc 0.3960 | Val loss 1.5263:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.8417 | Train Loss 0.6938 | Val Acc 0.4720 | Val loss 1.4562:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.8167 | Train Loss 0.6481 | Val Acc 0.4560 | Val loss 1.4635:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.8000 | Train Loss 0.6647 | Val Acc 0.4620 | Val loss 1.5138:  70%|██████▉   | 139/200 [00:01<00:00, 111.96it/s]
Train Acc 0.8000 | Train Loss 0.6647 | Val Acc 0.4620 | Val loss 1.5138:  76%|███████▌  | 151/200 [00:01<00:00, 111.77it/s]
